product_token,name,category,sales_count,order_count,visit_count,date
p_zvv43brwrk,Cotton Tea Towel | Black Cottage,Tea Towel,0,0,2,2023-01-01 00:00:00
p_7753bsunqm,Cotton Tea Towel | Bike Baskets,Tea Towel,12,2,1,2024-05-01
p_zwzh9dgcy7,Cotton Tea Towel | Bees Love These,Tea Towel,12,2,1,2024-05-01
p_7nt46c37ff,Cotton Tea Towel | Painted Dog,Tea Towel,24,4,16,2024-05-01
p_ju8v5n88a9,Cotton Tea Towel | Blue Cat,Tea Towel,16,3,7,2024-05-01
p_v98nxkvsts,Cotton Tea Towel | Ooh La La House,Tea Towel,24,4,15,2024-05-01
p_rvr7y67x3n,Cotton Tea Towel | Elephant Garden,Tea Towel,0,0,1,2024-05-01
p_4az7yk7mp6,Cotton Tea Towel | Llamas,Tea Towel,0,0,1,2024-05-01
p_h769hx52cx,Cotton Tea Towel | Ooh La La Cat’s Meow,Tea Towel,8,2,8,2024-05-01
p_pdj8rur3c6,Cotton Tea Towel | Ooh La La Poodles,Tea Towel,0,0,7,2024-05-01
p_atux9zvk77,Kitchen Apron | Bees Love These,Apron,0,0,2,2024-05-01
p_swmea5w7b9,Kitchen Apron | Painted Dog,Apron,4,2,5,2024-05-01
p_qydpvzv9dq,Kitchen Apron | Ooh La La House,Apron,4,2,4,2024-05-01
p_b5bhk2gnqe,Kitchen Apron | Ooh La La Cats,Apron,0,0,6,2024-05-01
p_3d532gbm2v,Tote Bag | Painted Dog,Tote Bag,6,1,20,2024-05-01
p_h34qa4rpxc,Tote Bag | Ooh La La House,Tote Bag,12,3,21,2024-05-01
p_zs9z9rbu3q,Tote Bag | Ooh La La Cats,Tote Bag,0,0,4,2024-05-01
p_s8cbx7xbxx,Tote Bag | Ooh La La Cats Meow,Tote Bag,9,2,10,2024-05-01
p_37f29ef524,Tote Bag | Ooh La La Poodles,Tote Bag,6,2,10,2024-05-01
p_us6qfhtjyq,Pajama Set | The Painted Dog,Sleepwear Sets,6,2,13,2024-05-01
p_rmfv5unqhc,Pajama Set | Ooh La La House,Sleepwear Sets,0,0,2,2024-05-01
p_4wwx2hgr9n,Pajama Set | Ooh La La Cats,Sleepwear Sets,0,0,5,2024-05-01
p_tnkewb7fqv,Pajama Shirt | Painted Dog,Nightshirts,0,0,3,2024-05-01
p_anxvuvu5wd,Pajama Shirt | Oo La La House,Nightshirts,6,1,10,2024-05-01
p_6wng4c655h,Pajama Shirt | Ooh La La Cats ,Nightshirts,0,0,4,2024-05-01
p_54kxruvpxe,Cosmetics Bags | Ooh La La Cats,Makeup Bag,6,1,14,2024-05-01
p_kk9dcpd88n,Cosmetics Bags | Ooh La La House,Makeup Bag,0,0,11,2024-05-01
p_3455x82jp3,Cosmetics Bags | Painted Dog,Makeup Bag,18,3,13,2024-05-01
p_zvv43brwrk,Cotton Tea Towel | Black Cottage,Tea Towel,0,0,1,2024-06-01
p_beugb7a95u,Cotton Tea Towel | Ooh La La Cats,Tea Towel,0,0,3,2024-06-01
p_29tukxtnzy,Cotton Tea Towel | Red Dog,Tea Towel,8,1,1,2024-06-01
p_3pyqfgnfp6,Cotton Tea Towel | Blue & Orange Bouquet,Tea Towel,4,1,0,2024-06-01
p_7753bsunqm,Cotton Tea Towel | Bike Baskets,Tea Towel,4,1,1,2024-06-01
p_zwzh9dgcy7,Cotton Tea Towel | Bees Love These,Tea Towel,8,1,1,2024-06-01
p_7nt46c37ff,Cotton Tea Towel | Painted Dog,Tea Towel,8,1,5,2024-06-01
p_ju8v5n88a9,Cotton Tea Towel | Blue Cat,Tea Towel,0,0,2,2024-06-01
p_v98nxkvsts,Cotton Tea Towel | Ooh La La House,Tea Towel,8,1,1,2024-06-01
p_rvr7y67x3n,Cotton Tea Towel | Elephant Garden,Tea Towel,4,1,2,2024-06-01
p_4az7yk7mp6,Cotton Tea Towel | Llamas,Tea Towel,0,0,0,2024-06-01
p_h769hx52cx,Cotton Tea Towel | Ooh La La Cat’s Meow,Tea Towel,4,1,4,2024-06-01
p_pdj8rur3c6,Cotton Tea Towel | Ooh La La Poodles,Tea Towel,0,0,1,2024-06-01
p_atux9zvk77,Kitchen Apron | Bees Love These,Apron,0,0,2,2024-06-01
p_swmea5w7b9,Kitchen Apron | Painted Dog,Apron,0,0,0,2024-06-01
p_qydpvzv9dq,Kitchen Apron | Ooh La La House,Apron,0,0,0,2024-06-01
p_b5bhk2gnqe,Kitchen Apron | Ooh La La Cats,Apron,0,0,1,2024-06-01
p_3d532gbm2v,Tote Bag | Painted Dog,Tote Bag,0,0,2,2024-06-01
p_h34qa4rpxc,Tote Bag | Ooh La La House,Tote Bag,0,0,2,2024-06-01
p_zs9z9rbu3q,Tote Bag | Ooh La La Cats,Tote Bag,0,0,2,2024-06-01
p_s8cbx7xbxx,Tote Bag | Ooh La La Cats Meow,Tote Bag,0,0,1,2024-06-01
p_37f29ef524,Tote Bag | Ooh La La Poodles,Tote Bag,0,0,1,2024-06-01
p_us6qfhtjyq,Pajama Set | The Painted Dog,Sleepwear Sets,0,0,1,2024-06-01
p_rmfv5unqhc,Pajama Set | Ooh La La House,Sleepwear Sets,0,0,1,2024-06-01
p_4wwx2hgr9n,Pajama Set | Ooh La La Cats,Sleepwear Sets,0,0,1,2024-06-01
p_tnkewb7fqv,Pajama Shirt | Painted Dog,Nightshirts,0,0,1,2024-06-01
p_anxvuvu5wd,Pajama Shirt | Oo La La House,Nightshirts,0,0,0,2024-06-01
p_6wng4c655h,Pajama Shirt | Ooh La La Cats ,Nightshirts,0,0,0,2024-06-01
p_54kxruvpxe,Cosmetics Bags | Ooh La La Cats,Makeup Bag,0,0,0,2024-06-01
p_kk9dcpd88n,Cosmetics Bags | Ooh La La House,Makeup Bag,0,0,1,2024-06-01
p_3455x82jp3,Cosmetics Bags | Painted Dog,Makeup Bag,0,0,2,2024-06-01
